Blt Dip,"[""1/2 c. cooked crumbled bacon (about 6 slices)"", ""1 c. sour cream"", ""1 c. mayonnaise"", ""1 c. (3) tomatoes, seeded and chopped""]","[""Combine all ingredients until well blended. Garnish with 1 tsp. bacon crumbs. Serve with bread or crackers.""]","[""bacon"", ""sour cream"", ""mayonnaise"", ""tomatoes""]"
Grandma Mary'S Gravy,"[""2 spoons bacon grease"", ""1 spoon flour"", ""1/2 c. milk""]","[""Melt grease and add flour; brown."", ""Pour in milk; stir and add water to desired thickness.""]","[""bacon"", ""flour"", ""milk""]"
Mayonnaise Rolls,"[""2 c. self-rising flour"", ""2 Tbsp. mayonnaise"", ""1/2 c. milk""]","[""Mix flour, mayonnaise and milk together. Bake in greased muffin tins until golden brown. Bake at 450\u00b0.""]","[""flour"", ""mayonnaise"", ""milk""]"
Mashed Potato Cakes,"[""1 cup mashed potatoes"", ""1 egg beaten"", ""1 Tbsp. flour""]","[""Mix together."", ""Shape into patties."", ""Fry in hot oil until brown, turning once.""]","[""potatoes"", ""egg"", ""flour""]"
Potatoes And Gravy,"[""3 potatoes"", ""evaporated milk (about 1 c.)"", ""2 Tbsp. flour"", ""1 stick butter""]","[""Cook potatoes on low with butter."", ""While cooking, dissolve flour in milk."", ""After potatoes are done, add milk mixture to potatoes."", ""Stir until thickened.""]","[""potatoes"", ""milk"", ""flour"", ""butter""]"
Fried Potato Cakes,"[""leftover mashed potatoes"", ""1 onion, chopped"", ""flour""]","[""Heat skillet over medium heat with grease."", ""Mix potatoes, onion and flour to thicken."", ""Spoon into hot skillet and fry, turning until both sides are brown.""]","[""potatoes"", ""onion"", ""flour""]"
Sour Cream Biscuits,"[""2 c. self-rising flour (if all-purpose flour is used, add 2 tsp. yeast)"", ""2 sticks butter (not margarine), softened"", ""1 c. sour cream (light sour cream doesn't taste as good)""]","[""Grease muffin tins."", ""Mix all ingredients together and bake in muffin tins on 425\u00b0 for 20 to 25 minutes."", ""Add a little jam and you'll be licking your fingers.""]","[""flour"", ""butter"", ""sour cream""]"
Quickie Biscuits,"[""1 c. self-rising flour"", ""1 Tbsp. mayonnaise"", ""milk""]","[""Add enough milk or water to flour and mayonnaise to make a thick batter."", ""Cook in a greased muffin pan at 400\u00b0 or 450\u00b0 until done."", ""Tastes great with butter and jelly.""]","[""flour"", ""mayonnaise"", ""milk""]"
Smoked Turkey,"[""12 lb. turkey"", ""1 medium onion"", ""1 stick butter or margarine"", ""1 small bell pepper (if desired)"", ""1 small stalk celery (may be substituted for or combined with pepper, according to taste)""]","[""Wrap in foil and smoke 5 hours."", ""Take off foil last hour to brown."", ""If larger turkey is desired, smoke 30 minutes per pound.""]","[""turkey"", ""onion"", ""butter"", ""bell pepper"", ""celery""]"
Easy Rolls,"[""1 c. self-rising flour"", ""1/2 c. milk"", ""2 heaping Tbsp. mayonnaise""]","[""Mix all together."", ""Bake in greased muffin pan at 400\u00b0 for about 15 minutes."", ""Makes 6.""]","[""flour"", ""milk"", ""mayonnaise""]"
Party Potatoes,"[""8 to 10 potatoes, boiled, drained and mashed"", ""1 8 oz. pkg cream cheese, softened"", ""1/2 c. sour cream"", ""butter""]","[""Combine cream cheese and sour cream. Add mashed potatoes gradually. Put in casserole and add butter on top. Refrigerate. Heat in 350\u00b0 oven for about 1 hour when needed.""]","[""potatoes"", ""cream cheese"", ""sour cream"", ""butter""]"
Infallible Rice In The Microwave,"[""1 medium onion, minced"", ""2 Tbsp. butter"", ""2 c. chicken broth"", ""1 c. uncooked rice""]","[""Saute onion and butter in microwave until transparent."", ""Heat broth and onions for 6 to 7 minutes on High."", ""Add rice."", ""Cook, covered, for 10 minutes on High."", ""Allow to remain covered 10 minutes longer."", ""Serves 4 to 6.""]","[""onion"", ""butter"", ""chicken broth"", ""rice""]"
Granny K'S Biscuits(Made From Mayonnaise)  ,"[""1 c. self-rising flour"", ""1 Tbsp. mayonnaise"", ""1/2 c. milk""]","[""Preheat oven to 350\u00b0."", ""Mix the flour and the mayonnaise until flour is course."", ""Add milk slowly until the flour can be rolled into a dough."", ""You may not need all of the milk or you may have to add more."", ""Roll dough and cut out your biscuits."", ""Put the biscuits on a lightly greased pan and put them in the oven."", ""Cook until done.""]","[""flour"", ""mayonnaise"", ""milk""]"
Garlic Chicken,"[""4 chicken breasts"", ""20 (yes 20!) garlic cloves"", ""1 stick butter"", ""French bread""]","[""Melt butter in pan."", ""Set aside."", ""Place chicken skin-side-up in oven-safe pan."", ""Pour melted butter over chicken; sprinkle whole or chopped garlic cloves on top."", ""Turn chicken over in butter."", ""Cover tightly and bake in oven for 1 1/2 hours at 350\u00b0."", ""Eat with chunks of French bread dipped in garlic butter.""]","[""chicken breasts"", ""garlic"", ""butter"", ""bread""]"
Microwave Fried Potatoes,"[""3 to 5 medium potatoes"", ""butter"", ""shredded cheddar cheese, optional"", ""onion, optional""]","[""Peel and slice potatoes. Place in microwave safe casserole dish. Cover potatoes with butter and microwave for 5 minutes. Remove and stir. Place back in microwave covered for 15 minutes. Sprinkle cheese on top if desired. For added flavor, add chopped onion.""]","[""potatoes"", ""butter"", ""cheddar cheese"", ""onion""]"
Herb Bubble Ring,"[""1 (1 lb.) loaf frozen bread dough or 1 pkg. frozen roll dough"", ""2 Tbsp. melted butter"", ""1/2 tsp. each: garlic powder, whole thyme, caraway seed, oregano and dill""]","[""Let frozen dough thaw until pliable."", ""Cut thawed loaf into 20 pieces."", ""(If using roll dough, cut each roll in half.) Arrange in a lightly greased ring mold or tube pan."", ""Mix melted butter and herbs and brush over dough. Let rise until doubled in size."", ""Bake in a 375\u00b0 oven for 25 to 30 minutes or until golden brown on all sides."", ""Remove from pan immediately."", ""Serve hot or wrap in foil for reheating later."", ""I usually thaw the amount of dough I think I'll need and then put in a large rectangular dish, depending on the number I need.""]","[""bread"", ""butter"", ""garlic""]"
Tea Time Tassies,"[""1/2 c. butter"", ""1 (3 oz.) pkg. cream cheese"", ""1 c. flour""]","[""Soften butter and cream cheese. Blend together."", ""Add flour. Chill 1"", ""hour.""]","[""butter"", ""cream cheese"", ""flour""]"
Veggie Dip,"[""1 c. mayonnaise"", ""1 pkg. Good Seasons garlic and herb salad dressing"", ""1 c. sour cream""]","[""Spread 4 large slices of bologna or minced ham with softened cream cheese seasoned with onions or chives and mustard."", ""Place slices together (like a layer cake)."", ""Spread cheese over top and sides; decorate with sliced olives."", ""Chill."", ""Cut into wedges.""]","[""mayonnaise"", ""garlic"", ""sour cream""]"
Cream Cheese Biscuits,"[""1 stick unsalted butter"", ""3 oz. pkg. cream cheese"", ""1 c. Mother's Best self-rising flour""]","[""Preheat oven to 400\u00b0."", ""Cream butter and cream cheese until light and fluffy."", ""Add self-rising flour and mix well with fork until smooth."", ""Refrigerate for about 10 minutes for easy handling. Roll or pat out dough 1/2-inch thick and cut with a small pastry or biscuit cutter."", ""Place on ungreased cookie sheet and bake in preheated 400\u00b0 oven for 8 to 10 minutes or until lightly browned. Biscuits will not rise very much, but are very light and delicious."", ""Makes 10 to 12 servings.""]","[""butter"", ""cream cheese"", ""flour""]"
Mini Sour Cream Bread,"[""1 c. butter or margarine"", ""8 oz. sour cream"", ""2 c. self-rising flour""]","[""Soften butter and add sour cream."", ""Mix until smooth."", ""Add flour a little at a time; mix well."", ""Drop 1 teaspoon in each mini muffin cup."", ""Bake at 350\u00b0 for 30 to 35 minutes.""]","[""butter"", ""sour cream"", ""flour""]"
Dutch Kraut,"[""3 cans kraut"", ""1 large onion, chopped"", ""3 c. grated potatoes"", ""1 (12 oz.) pkg. bacon""]","[""Wash kraut one can at a time."", ""Chop onion and add to kraut. Put in a heavy pot and cover."", ""Add water just to top off kraut and boil on medium heat for 4 to 5 hours."", ""You may have to add more water while cooking."", ""Cook down dry."", ""Grate potatoes."", ""When kraut is cooked dry, place potatoes on top of kraut."", ""Fry bacon."", ""Pour hot bacon grease over kraut and potatoes."", ""Crumble bacon on top of kraut and potatoes and simmer for about 30 minutes."", ""Delicious with dried beans and corn bread.""]","[""onion"", ""potatoes"", ""bacon""]"
Angel Muffins,"[""2 c. self-rising flour"", ""1 c. milk"", ""3 Tbsp. mayonnaise""]","[""Mix thoroughly and fill greased muffin tins 1/2 full."", ""Bake 12 to 15 minutes at 375\u00b0."", ""Makes 12.""]","[""flour"", ""milk"", ""mayonnaise""]"
"Quick ""Biscuit"" Muffins","[""1 c. self-rising flour"", ""1/2 c. milk"", ""2 Tbsp. (heaping) mayonnaise""]","[""Preheat oven to 425\u00b0."", ""Mix well (ingredients will be lumpy) approximately 25 strokes."", ""Place in muffin tins, 1/2 full."", ""Bake at 425\u00b0 for approximately 12 to 15 minutes or until golden brown.""]","[""flour"", ""milk"", ""mayonnaise""]"
Quick Mayonnaise Rolls,"[""1 c. self rising flour"", ""2 Tbsp. mayonnaise"", ""1/2 c. milk""]","[""Mix well and spoon into greased muffin tins."", ""Bake at 450 degrees for 10 minutes.""]","[""flour"", ""mayonnaise"", ""milk""]"
Cream Cheese Biscuits,"[""1/2 c. butter, softened to room temperature"", ""3 oz. pkg. cream cheese, softened to room temperature"", ""1 c. flour""]","[""Preheat oven to 350\u00b0."", ""Put all the ingredients into a bowl and knead them with your fingers."", ""Shape dough into golf ball sizes and set them on an ungreased cookie sheet."", ""Flatten tops enough to make them look like biscuits."", ""Bake for 12 to 15 minutes or until golden brown.""]","[""butter"", ""cream cheese"", ""flour""]"
Pecan Tassies,"[""1/2 c. butter or margarine, softened"", ""1 pkg. (3 oz.) cream cheese, softened"", ""1 c. all purpose flour""]","[""Beat butter and cream cheese until smooth. Add flour; mix until a soft dough forms. Cover; chill at least 1 hour or overnight. Shape dough into 1 inch balls. Place balls into cups of ungreased deluxe mini-muffin pan. Dip mini-tart shaper in flour; pressing into dough to form tart shell.""]","[""butter"", ""cream cheese"", ""flour""]"
Mom'S Potato Soup,"[""2 large potatoes peeled and diced"", ""1/2 onion diced"", ""1 can canned milk""]","[""Cook together potatoes and onion in sauce pan covered with water until potatoes are mushy."", ""Add milk and salt and pepper to taste.""]","[""potatoes"", ""onion"", ""milk""]"
Potato Soup,"[""5 lb. potatoes"", ""3 (6-inch) pieces celery"", ""1/2 small onion"", ""whole milk (enough to cover potatoes)""]","[""Dice potatoes, onion and celery into large enough pot to cover with water by 1 inch."", ""Bring to boil; simmer 1/2 hour.""]","[""potatoes"", ""celery"", ""onion"", ""milk""]"
Mock Blintz Rolls,"[""1 loaf sliced bread"", ""1/2 lb. cream cheese, softened with milk, cinnamon and sugar mixture"", ""1 stick melted butter""]","[""Cut crusts of bread off and roll out flat."", ""Spread each slice with cheese and roll up."", ""Dip into butter and in cinnamon and sugar."", ""Chill and cut into bite sized pieces and freeze."", ""Heat at 400\u00b0 for 10 minutes."", ""Do not defrost before baking.""]","[""bread"", ""cream cheese"", ""butter""]"
Date Nut Tarts,"[""1 stick butter"", ""1 (3 oz.) pkg. cream cheese"", ""1 c. plain flour""]","[""Mix together softened cream cheese and butter with flour in bowl."", ""Chill, covered, for 1 hour."", ""Shape into 24 (1-inch) balls. Press each dough ball over bottom and up the sides of an ungreased miniature muffin pan."", ""Preheat oven to 325\u00b0.""]","[""butter"", ""cream cheese"", ""flour""]"
Baked Mashed Potatoes,"[""6 medium potatoes"", ""1 (8 oz.) carton sour cream"", ""1 (8 oz.) cream cheese"", ""1 stick butter""]","[""Mash potatoes; add butter, sour cream and cream cheese."", ""Bake 20 minutes at 350\u00b0.""]","[""potatoes"", ""sour cream"", ""cream cheese"", ""butter""]"
Biscuits,"[""3 1/2 c. self-rising flour"", ""2/3 c. butter flavored Crisco"", ""1 1/2 c. milk""]","[""Mix the Crisco into the flour until crumbly."", ""Add milk."", ""Knead for about 1 minute on floured wax paper until the dough is no longer sticky."", ""Roll out and cut with biscuit cutter."", ""Bake on ungreased baking sheet for 8 to 10 minutes at 450\u00b0.""]","[""flour"", ""butter"", ""milk""]"
Dainty Biscuits,"[""2 c. self-rising flour"", ""2 sticks butter (margarine)"", ""1 (8 oz.) carton sour cream""]","[""Mix butter and flour with pastry blender."", ""Add sour cream. Drop 1/2 teaspoon pastry into tiny muffin pan."", ""Bake at 450\u00b0 for 8 to 10 minutes."", ""Makes approximately 45 to 50 very small biscuits.""]","[""flour"", ""butter"", ""sour cream""]"
Miniature Tea Tarts,"[""1 (8 oz.) pkg. cream cheese"", ""1/2 lb. butter or margarine"", ""2 c. flour""]","[""Mix well; mold well in miniature muffin tins.""]","[""cream cheese"", ""butter"", ""flour""]"
Meat Loaf,"[""1 1/2 lb. ground beef"", ""1 end piece bread"", ""1 egg"", ""onion flakes"", ""ketchup"", ""3/4 to 1 c. milk""]","[""Turn oven on to 350\u00b0."", ""Take ground beef."", ""Crumble the end piece of bread into ground beef."", ""Add egg."", ""Add several shakes of onion flakes, if desired."", ""Use 3 to 4 squeezes of ketchup or until enough."", ""Add milk."", ""Mix together with hands or stir well with spoon."", ""Put in glass dish and put in oven."", ""Bake 45 minutes or until done."", ""Drain grease from dish and top meat loaf with ketchup.""]","[""ground beef"", ""bread"", ""egg"", ""onion"", ""ketchup"", ""milk""]"
Mayonnaise Biscuits,"[""2 c. self-rising flour"", ""1 c. whole milk"", ""3 Tbsp. mayonnaise""]","[""Combine and mix ingredients."", ""Drop into greased muffin pan. Bake at approximately 325\u00b0 or 350\u00b0 until brown.""]","[""flour"", ""milk"", ""mayonnaise""]"
Homemade Biscuits,"[""1 c. milk"", ""2 c. self-rising flour"", ""4 Tbsp. mayonnaise""]","[""Mix well."", ""Place in baking pan with large spoon."", ""Bake at 350\u00b0 until done.""]","[""milk"", ""flour"", ""mayonnaise""]"
Garlic Bread Sticks,"[""bread slices"", ""1/4 c. melted butter"", ""garlic powder to taste""]","[""Cut bread slices into 1-inch strips. Mix butter and garlic powder in a bowl."", ""Dip bread in mixture."", ""Roll in crushed cereal. Place on baking sheet."", ""Bake at 350\u00b0 for 5 minutes.""]","[""bread"", ""butter"", ""garlic""]"
Easy Potato Soup,"[""1 c. diced potatoes"", ""3/4 c. chopped onion"", ""1/3 c. chopped celery""]","[""Make medium white sauce using Watkins cream soup; set aside. Simmer potatoes, onion and celery in 1 1/2 cups water in a covered 2-quart saucepan."", ""Do not drain."", ""Add 1/4 teaspoon Watkins dry mustard and a dash of Watkins black pepper to the medium white sauce; add to vegetables."", ""Bring to a full boil, stirring constantly."", ""Makes 6 servings.""]","[""potatoes"", ""onion"", ""celery""]"
Blt Dip,"[""1 c. sour cream"", ""1 c. mayonnaise"", ""1 lb. bacon, fried crispy and crumbled"", ""tomatoes, chopped""]","[""Mix all ingredients."", ""Toast desired bread and cut crosswise into triangle quarters for dipping (may trim bread crust).""]","[""sour cream"", ""mayonnaise"", ""bacon"", ""tomatoes""]"
Mayonnaise Rolls,"[""1 c. self-rising flour"", ""2 tsp. mayonnaise"", ""1/2 c. milk (better with buttermilk)""]","[""Stir all ingredients together."", ""Pour in muffin tins."", ""Bake until brown at 350\u00b0."", ""Makes 6.""]","[""flour"", ""mayonnaise"", ""milk""]"
Flour Gravy,"[""bacon or sausage grease"", ""3 heaping Tbsp. flour"", ""3 c. milk""]","[""Warm skillet on stove top."", ""Add enough grease to 3 heaping tablespoons of flour to wet flour."", ""Let flour barely start to turn brown, and then add milk."", ""Stir until thick."", ""Salt and pepper to taste.""]","[""bacon"", ""flour"", ""milk""]"
Six Layer Dinner,"[""1 lb. ground beef"", ""1 c. onion, chopped"", ""1 c. celery, chopped"", ""2 c. carrots, sliced"", ""2 c. potatoes, sliced""]","[""Place beef in bottom of casserole. Add remaining ingredients in order given. Salt each layer. Top with 1 can cream of chicken soup and about 1/2 can of water. Cover casserole and bake 1 1/2 hours at 350\u00b0.""]","[""ground beef"", ""onion"", ""celery"", ""carrots"", ""potatoes""]"
Pecan Tassies,"[""1/2 c. butter, softened"", ""1 (3 oz.) pkg. cream cheese, softened"", ""1 c. flour""]","[""Beat butter and cream cheese until smooth. Add flour to mix to form soft dough. Chill at least one hour or overnight. Preheat oven to 350\u00b0. Place walnut-sized balls of dough into ungreased mini-muffin pan. Dredge a mini-tart shaper in flour and press each ball of dough to fill cup.""]","[""butter"", ""cream cheese"", ""flour""]"
